node1,node2,capacity,susceptance,cost_fixed,cost_linear
164.0,9006.0,0,1,1.0,0.1
136.0,195.0,0,1,1.0,0.1
9038.0,9012.0,0,1,1.0,0.1
217.0,1.0,0,1,1.0,0.1
62.0,172.0,0,1,1.0,0.1
90.0,21.0,0,1,1.0,0.1
9042.0,7061.0,0,1,1.0,0.1
109.0,142.0,0,1,1.0,0.1
320.0,20.0,0,1,1.0,0.1
212.0,45.0,0,1,1.0,0.1
104.0,9031.0,0,1,1.0,0.1
17.0,11.0,0,1,1.0,0.1
145.0,167.0,0,1,1.0,0.1
9043.0,235.0,0,1,1.0,0.1
222.0,52.0,0,1,1.0,0.1
2040.0,143.0,0,1,1.0,0.1
203.0,136.0,0,1,1.0,0.1
15.0,161.0,0,1,1.0,0.1
52.0,10.0,0,1,1.0,0.1
205.0,208.0,0,1,1.0,0.1
38.0,184.0,0,1,1.0,0.1
124.0,135.0,0,1,1.0,0.1
9001.0,167.0,0,1,1.0,0.1
9053.0,203.0,0,1,1.0,0.1
160.0,209.0,0,1,1.0,0.1
121.0,44.0,0,1,1.0,0.1
224.0,206.0,0,1,1.0,0.1
9005.0,45.0,0,1,1.0,0.1
609.0,9012.0,0,1,1.0,0.1
7039.0,7002.0,0,1,1.0,0.1
224.0,320.0,0,1,1.0,0.1
175.0,9004.0,0,1,1.0,0.1
64.0,9003.0,0,1,1.0,0.1
153.0,246.0,0,1,1.0,0.1
156.0,9005.0,0,1,1.0,0.1
24.0,14.0,0,1,1.0,0.1
7055.0,165.0,0,1,1.0,0.1
7017.0,7062.0,0,1,1.0,0.1
219.0,191.0,0,1,1.0,0.1
322.0,9055.0,0,1,1.0,0.1
9002.0,229.0,0,1,1.0,0.1
146.0,110.0,0,1,1.0,0.1
41.0,147.0,0,1,1.0,0.1
189.0,9024.0,0,1,1.0,0.1
7055.0,144.0,0,1,1.0,0.1
36.0,9001.0,0,1,1.0,0.1
240.0,10.0,0,1,1.0,0.1
154.0,225.0,0,1,1.0,0.1
10.0,7039.0,0,1,1.0,0.1
526.0,236.0,0,1,1.0,0.1
127.0,9.0,0,1,1.0,0.1
124.0,3.0,0,1,1.0,0.1
552.0,322.0,0,1,1.0,0.1
23.0,7012.0,0,1,1.0,0.1
73.0,72.0,0,1,1.0,0.1
222.0,531.0,0,1,1.0,0.1
43.0,3.0,0,1,1.0,0.1
130.0,8.0,0,1,1.0,0.1
201.0,9042.0,0,1,1.0,0.1
64.0,40.0,0,1,1.0,0.1
123.0,9533.0,0,1,1.0,0.1
46.0,9051.0,0,1,1.0,0.1
128.0,162.0,0,1,1.0,0.1
105.0,531.0,0,1,1.0,0.1
9533.0,210.0,0,1,1.0,0.1
63.0,1200.0,0,1,1.0,0.1
37.0,194.0,0,1,1.0,0.1
53.0,7057.0,0,1,1.0,0.1
7062.0,9022.0,0,1,1.0,0.1
114.0,86.0,0,1,1.0,0.1
246.0,105.0,0,1,1.0,0.1
145.0,14.0,0,1,1.0,0.1
46.0,7.0,0,1,1.0,0.1
146.0,185.0,0,1,1.0,0.1
242.0,49.0,0,1,1.0,0.1
146.0,211.0,0,1,1.0,0.1
27.0,153.0,0,1,1.0,0.1
130.0,9071.0,0,1,1.0,0.1
19.0,142.0,0,1,1.0,0.1
145.0,238.0,0,1,1.0,0.1
116.0,72.0,0,1,1.0,0.1
105.0,161.0,0,1,1.0,0.1
7071.0,9007.0,0,1,1.0,0.1
100.0,187.0,0,1,1.0,0.1
226.0,9007.0,0,1,1.0,0.1
153.0,139.0,0,1,1.0,0.1
250.0,149.0,0,1,1.0,0.1
88.0,156.0,0,1,1.0,0.1
531.0,49.0,0,1,1.0,0.1
158.0,211.0,0,1,1.0,0.1
164.0,72.0,0,1,1.0,0.1
1.0,229.0,0,1,1.0,0.1
205.0,3.0,0,1,1.0,0.1
108.0,250.0,0,1,1.0,0.1
208.0,183.0,0,1,1.0,0.1
53.0,231.0,0,1,1.0,0.1
161.0,223.0,0,1,1.0,0.1
248.0,81.0,0,1,1.0,0.1
248.0,102.0,0,1,1.0,0.1
528.0,43.0,0,1,1.0,0.1
9054.0,13.0,0,1,1.0,0.1
90.0,177.0,0,1,1.0,0.1
194.0,138.0,0,1,1.0,0.1
103.0,246.0,0,1,1.0,0.1
7024.0,198.0,0,1,1.0,0.1
11.0,9006.0,0,1,1.0,0.1
110.0,121.0,0,1,1.0,0.1
179.0,88.0,0,1,1.0,0.1
7039.0,57.0,0,1,1.0,0.1
144.0,104.0,0,1,1.0,0.1
175.0,192.0,0,1,1.0,0.1
208.0,179.0,0,1,1.0,0.1
143.0,210.0,0,1,1.0,0.1
141.0,9002.0,0,1,1.0,0.1
9005.0,105.0,0,1,1.0,0.1
131.0,208.0,0,1,1.0,0.1
54.0,229.0,0,1,1.0,0.1
134.0,197.0,0,1,1.0,0.1
48.0,220.0,0,1,1.0,0.1
126.0,161.0,0,1,1.0,0.1
144.0,163.0,0,1,1.0,0.1
228.0,115.0,0,1,1.0,0.1
215.0,20.0,0,1,1.0,0.1
109.0,243.0,0,1,1.0,0.1
16.0,206.0,0,1,1.0,0.1
8.0,161.0,0,1,1.0,0.1
9055.0,4.0,0,1,1.0,0.1
178.0,21.0,0,1,1.0,0.1
7001.0,225.0,0,1,1.0,0.1
242.0,220.0,0,1,1.0,0.1
2.0,13.0,0,1,1.0,0.1
206.0,7166.0,0,1,1.0,0.1
7002.0,229.0,0,1,1.0,0.1
238.0,80.0,0,1,1.0,0.1
245.0,104.0,0,1,1.0,0.1
38.0,158.0,0,1,1.0,0.1
119.0,58.0,0,1,1.0,0.1
146.0,7057.0,0,1,1.0,0.1
150.0,154.0,0,1,1.0,0.1
232.0,177.0,0,1,1.0,0.1
45.0,609.0,0,1,1.0,0.1
153.0,9005.0,0,1,1.0,0.1
136.0,319.0,0,1,1.0,0.1
136.0,78.0,0,1,1.0,0.1
69.0,7061.0,0,1,1.0,0.1
195.0,15.0,0,1,1.0,0.1
136.0,84.0,0,1,1.0,0.1
27.0,64.0,0,1,1.0,0.1
19.0,211.0,0,1,1.0,0.1
60.0,203.0,0,1,1.0,0.1
203.0,231.0,0,1,1.0,0.1
173.0,103.0,0,1,1.0,0.1
9052.0,125.0,0,1,1.0,0.1
157.0,209.0,0,1,1.0,0.1
174.0,9121.0,0,1,1.0,0.1
9121.0,7049.0,0,1,1.0,0.1
7055.0,194.0,0,1,1.0,0.1
167.0,231.0,0,1,1.0,0.1
76.0,94.0,0,1,1.0,0.1
14.0,55.0,0,1,1.0,0.1
2.0,216.0,0,1,1.0,0.1
49.0,9005.0,0,1,1.0,0.1
224.0,7139.0,0,1,1.0,0.1
138.0,9024.0,0,1,1.0,0.1
156.0,121.0,0,1,1.0,0.1
37.0,9053.0,0,1,1.0,0.1
9007.0,116.0,0,1,1.0,0.1
156.0,117.0,0,1,1.0,0.1
9.0,14.0,0,1,1.0,0.1
130.0,73.0,0,1,1.0,0.1
177.0,64.0,0,1,1.0,0.1
71.0,221.0,0,1,1.0,0.1
240.0,113.0,0,1,1.0,0.1
9042.0,90.0,0,1,1.0,0.1
123.0,233.0,0,1,1.0,0.1
14.0,7055.0,0,1,1.0,0.1
23.0,158.0,0,1,1.0,0.1
237.0,15.0,0,1,1.0,0.1
319.0,1190.0,0,1,1.0,0.1
158.0,42.0,0,1,1.0,0.1
26.0,36.0,0,1,1.0,0.1
249.0,144.0,0,1,1.0,0.1
7039.0,152.0,0,1,1.0,0.1
25.0,148.0,0,1,1.0,0.1
246.0,9031.0,0,1,1.0,0.1
12.0,62.0,0,1,1.0,0.1
167.0,45.0,0,1,1.0,0.1
7002.0,7055.0,0,1,1.0,0.1
115.0,150.0,0,1,1.0,0.1
187.0,103.0,0,1,1.0,0.1
182.0,71.0,0,1,1.0,0.1
107.0,152.0,0,1,1.0,0.1
201.0,180.0,0,1,1.0,0.1
92.0,81.0,0,1,1.0,0.1
42.0,9004.0,0,1,1.0,0.1
36.0,239.0,0,1,1.0,0.1
88.0,103.0,0,1,1.0,0.1
240.0,217.0,0,1,1.0,0.1
242.0,174.0,0,1,1.0,0.1
9042.0,43.0,0,1,1.0,0.1
213.0,42.0,0,1,1.0,0.1
241.0,127.0,0,1,1.0,0.1
222.0,231.0,0,1,1.0,0.1
218.0,78.0,0,1,1.0,0.1
9032.0,86.0,0,1,1.0,0.1
175.0,222.0,0,1,1.0,0.1
84.0,208.0,0,1,1.0,0.1
104.0,59.0,0,1,1.0,0.1
