from_node,to_node,distance
11,30,0.78872185
21,33,0.78905956
20,34,0.79081183
21,56,0.79163908
30,52,0.79256143
1,29,0.79275111
23,41,0.79329211
1,52,0.79364758
10,30,0.79510673
17,32,0.79580496
30,57,0.79649121
22,53,0.7971844
33,42,0.80100984
10,32,0.80149099
33,45,0.80238241
3,53,0.80259941
20,56,0.80584539
2,47,0.80590767
2,34,0.8078083
25,55,0.80871907
21,43,0.81149169
26,54,0.8118082
2,28,0.81200184
26,43,0.81284008
21,47,0.81373476
21,51,0.81409662
12,31,0.81413392
16,29,0.81597693
16,34,0.81740968
12,32,0.82024403
3,52,0.82143138
19,39,0.82172215
20,28,0.8331381
2,32,0.83371931
30,41,0.83487302
19,57,0.8351701
20,51,0.83786718
10,31,0.83805341
10,33,0.83852146
3,54,0.84424723
24,54,0.84491031
34,43,0.84711689
11,32,0.84740898
32,55,0.84780654
31,53,0.84871448
16,31,0.84956138
23,43,0.85006613
25,43,0.85035737
2,39,0.85248866
23,57,0.85323879
32,41,0.85359452
2,57,0.8558483
21,39,0.85652136
11,31,0.85741132
22,54,0.86406116
33,55,0.86478716
33,54,0.86567257
30,53,0.86608467
19,53,0.86758711
20,47,0.86872352
32,54,0.87065599
19,29,0.87507347
23,52,0.87682121
25,54,0.87839813
17,33,0.87984578
1,33,0.88012566
23,55,0.88329288
2,53,0.88346428
31,41,0.8847202
12,33,0.88513649
21,29,0.88613748
19,33,0.88783073
30,55,0.88815602
16,32,0.89126137
33,41,0.89329798
21,55,0.89373453
20,55,0.89538916
19,54,0.89750695
20,33,0.9005551
19,52,0.90065194
11,33,0.90160962
2,54,0.90528507
31,55,0.90914197
21,57,0.90967605
2,29,0.91058165
23,53,0.91158143
20,39,0.91363558
30,43,0.91826841
2,52,0.92690444
2,33,0.9412169
20,57,0.94653237
21,52,0.95130336
20,29,0.95490963
31,54,0.95712298
21,53,0.95802946
30,54,0.9608981
32,43,0.96616233
16,33,0.97507459
31,43,0.98375717
23,54,0.98491081
20,53,0.98626975
20,52,1.00115398
33,43,1.0130896
21,54,1.01342305
20,54,1.02673641
