from_node,to_node,distance
38,48,0.26315321
57,105,0.26316727
69,115,0.26331135
3,66,0.26334553
30,31,0.26335046
86,94,0.2634063
13,113,0.26348059
27,87,0.26359781
28,48,0.26363145
1,66,0.2637542
25,42,0.26386945
27,66,0.26386978
95,110,0.26411691
29,96,0.26413077
49,116,0.26416385
46,64,0.26424857
18,114,0.26435037
25,73,0.26442124
29,32,0.26445492
30,33,0.26447415
28,95,0.26452951
18,45,0.26486103
53,63,0.26509618
92,103,0.26513296
38,41,0.26514884
47,111,0.26523825
25,28,0.26526288
47,83,0.26528086
47,81,0.26564988
59,65,0.26568866
53,97,0.26574131
7,56,0.2659003
35,96,0.26610349
2,5,0.26628477
10,67,0.266372
94,116,0.26637552
52,69,0.26644087
4,67,0.26653705
55,69,0.2665394
63,97,0.26659788
52,64,0.26665312
3,16,0.26665439
87,93,0.26677754
18,43,0.26678293
85,102,0.26684895
31,34,0.26693374
17,115,0.26695548
62,115,0.266991
21,32,0.26709155
45,47,0.26716404
5,30,0.26721164
85,106,0.26747465
106,116,0.2674965
17,24,0.26760204
29,104,0.26771982
30,71,0.2678805
41,113,0.26794585
29,100,0.26817256
1,60,0.26822134
41,114,0.26867398
30,45,0.26868887
29,53,0.26877028
20,41,0.26883681
106,110,0.26888807
1,53,0.26902927
45,68,0.26912837
14,113,0.2692845
53,58,0.26938355
10,19,0.26948805
57,74,0.26962396
24,48,0.26965402
79,104,0.2700526
54,72,0.27015338
2,14,0.2702214
73,117,0.27029584
84,97,0.2703277
13,45,0.27045259
48,72,0.27046584
62,68,0.27049394
58,75,0.27053958
24,45,0.27056663
4,30,0.27059481
15,66,0.27060775
38,40,0.2710326
23,65,0.27112637
36,45,0.27118109
48,54,0.2713197
27,48,0.27161657
23,42,0.2717004
70,97,0.27171096
55,71,0.27191279
64,112,0.2720508
23,115,0.2722526
27,65,0.27226904
32,50,0.27229651
29,87,0.27233977
7,51,0.27256777
22,114,0.27260884
69,83,0.27278561
35,105,0.27303529
37,48,0.27312814
45,53,0.2731811
53,74,0.27325959
8,25,0.27333487
9,32,0.27335246
10,66,0.27345539
36,100,0.27346446
49,59,0.27351195
20,26,0.2735393
58,67,0.2735529
57,67,0.27359169
42,66,0.27371802
47,63,0.27383833
57,72,0.27388974
19,26,0.27390278
62,117,0.27398245
60,82,0.27401546
38,52,0.27407292
47,82,0.27415205
50,56,0.27415883
3,54,0.27416067
5,9,0.27422498
50,73,0.27427189
10,45,0.27429186
87,91,0.27440486
76,116,0.27462598
50,94,0.27464736
12,70,0.27473006
35,38,0.27476395
37,88,0.27479781
28,113,0.2750283
53,109,0.27506889
54,68,0.27523807
90,103,0.27542311
71,95,0.27554575
98,109,0.27556657
80,94,0.27578614
26,27,0.27581375
42,94,0.27604874
58,64,0.27612158
37,95,0.27619824
10,31,0.27652216
32,67,0.27654539
29,105,0.27657244
45,73,0.27657527
27,84,0.27662612
78,118,0.27669731
97,106,0.27677937
16,46,0.27692184
48,110,0.27692231
20,32,0.27699989
31,103,0.27713598
78,99,0.27715075
6,67,0.27727408
67,115,0.27731196
54,73,0.2775157
78,96,0.27765841
7,14,0.27772124
75,82,0.27775353
35,108,0.27781671
47,105,0.27789234
64,80,0.2779183
13,49,0.27801759
63,116,0.27810359
46,60,0.27815605
60,95,0.27824028
41,115,0.27836545
5,72,0.27841194
64,84,0.27849763
77,98,0.27863337
42,47,0.27876548
75,78,0.27880603
96,101,0.27884282
12,53,0.27897991
68,106,0.27909116
35,91,0.27921391
6,73,0.27921556
25,41,0.27923875
78,105,0.27924675
107,112,0.27926938
63,110,0.27928911
47,77,0.27932315
81,85,0.27962002
31,113,0.27963586
96,115,0.27966318
52,115,0.27976689
92,107,0.27995744
2,74,0.27997867
95,107,0.28005299
32,49,0.2802027
39,96,0.28025183
54,116,0.28030589
97,118,0.28046621
2,23,0.280487
66,95,0.28055551
28,93,0.28072523
110,118,0.2809688
8,24,0.28108772
1,73,0.28122188
57,114,0.28127938
40,94,0.28155309
27,43,0.28159976
53,111,0.28165963
84,107,0.28168063
45,87,0.28174564
64,105,0.28190014
55,118,0.28209571
5,23,0.28215439
48,100,0.28215513
89,106,0.28223555
68,71,0.28225413
92,96,0.28228116
40,95,0.28233281
14,27,0.28233398
17,71,0.28237786
51,108,0.28241498
24,60,0.28254264
96,111,0.28267103
69,112,0.28270767
99,102,0.28273683
39,49,0.28277383
77,103,0.28290641
1,5,0.28290865
71,117,0.28293247
12,49,0.28299567
69,76,0.28302284
93,105,0.28321746
24,32,0.28326269
68,111,0.28328937
61,96,0.28347535
70,77,0.28348937
38,53,0.2835309
3,14,0.28364606
40,91,0.28366601
24,55,0.28375005
62,114,0.28394531
8,66,0.28394911
15,41,0.2839596
23,50,0.28401094
36,83,0.28403161
16,31,0.28406548
71,108,0.28409578
16,113,0.28434912
84,89,0.28441961
55,57,0.28442069
61,72,0.28471185
42,83,0.28476647
6,16,0.28485162
50,105,0.28492147
39,105,0.28494649
83,88,0.28503524
59,66,0.28509846
62,95,0.28532467
69,118,0.28534117
61,82,0.28537763
3,8,0.28543214
15,67,0.28547222
70,95,0.285603
24,69,0.28562228
9,72,0.28574923
15,46,0.28589356
27,73,0.28594818
17,41,0.28599327
100,116,0.28607955
36,102,0.28609477
3,13,0.28620508
2,114,0.28620587
70,72,0.28620919
39,65,0.28628589
93,95,0.28628703
5,66,0.28630443
26,73,0.28635121
12,65,0.28639614
66,69,0.28640042
7,13,0.2864029
68,99,0.2864158
16,27,0.28643926
100,108,0.28646626
83,109,0.286583
90,95,0.28667946
35,47,0.28682091
34,91,0.28683794
26,114,0.28685274
7,71,0.28696655
14,31,0.28699684
47,74,0.28703765
14,46,0.28704784
3,59,0.28718639
13,65,0.28719691
84,92,0.28729211
45,67,0.28733066
98,108,0.28735845
12,55,0.2873822
26,72,0.28738574
84,110,0.28740958
32,34,0.28748451
63,108,0.28779518
59,117,0.2879808
54,109,0.2882462
31,52,0.2883425
38,39,0.28835041
95,109,0.28838934
54,117,0.28851784
84,106,0.28854674
18,31,0.28855305
28,89,0.28881263
92,98,0.28889926
44,115,0.28902103
27,95,0.28904095
73,115,0.28911898
85,108,0.2892275
88,104,0.28934827
36,115,0.28939632
65,83,0.28946284
59,67,0.28949107
89,103,0.28953965
40,48,0.28956618
61,81,0.28963552
48,52,0.28978496
9,18,0.28979239
55,111,0.28997604
30,46,0.29014708
98,112,0.29017804
53,110,0.29021404
38,84,0.29022812
79,111,0.29025794
86,102,0.29029594
18,42,0.29037058
59,108,0.29040021
99,108,0.29046939
3,72,0.29047119
27,36,0.29048962
48,51,0.29051293
20,27,0.2905534
60,112,0.29070719
50,81,0.29076801
47,55,0.29079375
45,103,0.2909465
59,109,0.29095663
60,81,0.29096042
12,59,0.29102905
2,63,0.29109132
2,6,0.29112349
32,65,0.29113921
30,52,0.29114118
38,95,0.2911857
32,71,0.29121463
44,90,0.29152646
68,98,0.29154476
76,80,0.29172745
17,20,0.29176108
29,33,0.29189379
63,112,0.29192351
45,57,0.29196959
9,38,0.29198601
18,34,0.29226847
46,85,0.29253049
115,116,0.29267288
21,44,0.29292285
9,21,0.29301016
96,112,0.2931511
24,64,0.29325454
31,36,0.29334005
42,53,0.29340329
47,73,0.2934306
49,83,0.29350429
101,103,0.29353106
65,96,0.29363879
22,72,0.29365744
29,92,0.29368679
83,102,0.29372683
11,17,0.29373528
17,49,0.2938964
48,109,0.29393236
42,113,0.29404677
70,110,0.29412134
53,96,0.29433566
7,66,0.29448622
68,75,0.29456014
81,101,0.29459153
91,104,0.29460027
38,47,0.29472944
12,46,0.2947438
60,66,0.29490955
108,112,0.29494064
68,114,0.295346
40,50,0.29534604
106,108,0.29549019
46,83,0.29570751
16,49,0.2957754
42,93,0.29600868
93,96,0.29601916
80,95,0.29608521
58,66,0.29623153
60,96,0.2962521
6,14,0.29637288
8,38,0.29643267
99,109,0.29653327
5,71,0.29660793
70,115,0.29676537
10,24,0.2967727
32,35,0.29706134
36,95,0.29708866
42,88,0.29723332
60,103,0.29742189
95,106,0.29743474
29,72,0.2974352
66,68,0.2974587
56,108,0.29756754
17,50,0.29764463
44,85,0.29773261
29,66,0.29777842
15,115,0.29788185
74,97,0.29789598
33,115,0.29804445
6,52,0.29810018
50,97,0.2981772
64,115,0.29834358
65,97,0.29850137
46,116,0.29860769
27,85,0.29872628
16,45,0.29872824
4,23,0.29885771
25,66,0.29893767
37,93,0.29896538
35,57,0.29955051
14,45,0.29962828
19,23,0.299634
64,66,0.29964554
70,73,0.29966297
42,43,0.29975151
13,62,0.29977275
71,84,0.29977943
76,82,0.29984361
18,40,0.29985327
39,108,0.29989349
105,115,0.30003507
34,115,0.30016291
66,84,0.30018446
11,26,0.30021473
1,11,0.30027605
31,62,0.30032157
42,57,0.30042437
49,96,0.30056138
72,113,0.30060404
105,112,0.30069341
42,71,0.30100088
31,108,0.30110459
54,97,0.30122413
54,95,0.30150968
62,116,0.30192367
7,62,0.30196644
66,117,0.30209427
84,88,0.30214375
94,97,0.30219746
54,115,0.30234703
58,69,0.30257165
77,99,0.3025944
28,94,0.30265369
41,89,0.30267372
76,79,0.30287531
33,39,0.30305711
70,118,0.30318889
23,37,0.30325821
22,44,0.30343325
75,80,0.30345323
15,24,0.30347426
105,111,0.30354239
3,70,0.30385288
85,107,0.30398185
41,93,0.30401291
16,62,0.30418289
86,100,0.3042089
27,71,0.30436187
16,65,0.30444668
43,88,0.30447792
33,35,0.30458642
29,81,0.30462066
20,37,0.30471369
51,115,0.30486334
17,65,0.30488103
21,30,0.30489601
45,86,0.30509173
22,73,0.30512439
1,64,0.3051666
32,39,0.30547254
8,32,0.30551463
12,114,0.30553027
2,115,0.30553325
90,115,0.30553671
40,46,0.30570887
28,49,0.30574668
24,27,0.30595009
36,103,0.30606659
57,58,0.30612308
13,18,0.30638706
13,51,0.30647357
93,99,0.3065475
37,89,0.30656125
52,74,0.30656997
53,77,0.30677979
47,58,0.3069714
62,111,0.30705341
72,95,0.3071434
84,86,0.30717147
16,51,0.30718347
74,116,0.3072039
33,72,0.30742585
2,38,0.30762944
78,108,0.30764311
35,81,0.30765155
75,81,0.30765716
59,77,0.30786488
11,51,0.30788533
24,95,0.30814484
2,48,0.3081559
94,110,0.3081666
104,109,0.30826239
51,68,0.30826887
37,49,0.3083446
14,49,0.30844575
55,67,0.30850699
21,27,0.30861668
49,97,0.30866405
31,61,0.30871578
57,80,0.30873584
43,90,0.30885202
65,75,0.30886173
80,84,0.30902193
44,88,0.30904740000000003
79,83,0.30905475
10,20,0.30919825
85,99,0.30928577
12,38,0.30931762
64,78,0.30935444
40,92,0.30962641
66,108,0.30976243
64,83,0.30990586
53,81,0.31009995
53,83,0.31017875
81,92,0.31028088
11,38,0.31031468
43,113,0.31042764
17,29,0.31045384
13,33,0.31052721
16,117,0.31058485
22,45,0.31067586
7,72,0.31069737
20,34,0.31089423
25,46,0.31095072
84,99,0.31104712
1,47,0.31115263
45,90,0.31115311
77,83,0.31117799
27,67,0.31121266
74,110,0.31123816
19,30,0.31131777
6,13,0.31139316
59,116,0.31160913
39,47,0.31164379
97,100,0.31177439
100,110,0.31178396
39,43,0.31180525
36,104,0.31189016
74,108,0.31193487
48,67,0.31194873
83,91,0.31204003
36,101,0.31209421
13,115,0.31226426
29,71,0.31229276
11,15,0.31234591
51,114,0.31242204
48,107,0.31248973
8,52,0.31260742
9,67,0.31271062
34,114,0.31272979
31,87,0.31293825
54,77,0.31297506
13,50,0.31303033
42,89,0.31310081
90,106,0.31312275
61,105,0.31314458
60,84,0.31317987
19,36,0.31321266
48,56,0.31322859
69,78,0.31324503
17,40,0.31327781
25,67,0.31332495
28,65,0.31351528
4,24,0.31353709
7,55,0.31356244
37,72,0.31363336000000003
6,24,0.31384943
23,62,0.31387768
31,83,0.31395264
29,116,0.31408907
48,90,0.31413494
116,118,0.31413731
14,18,0.31414573
34,38,0.31418428
38,62,0.31432178
61,118,0.31443907
95,99,0.31450514
12,61,0.31473835
50,82,0.31478137
69,107,0.31482027
61,73,0.31486923
11,56,0.31501211
81,115,0.31520126
79,108,0.31521114
4,10,0.31523357
1,65,0.3153007
6,58,0.31530811
52,63,0.31537016
2,75,0.31543943
4,72,0.31554108
49,85,0.31560873
24,42,0.31561367
1,57,0.31563718
23,28,0.31566786
60,80,0.31572703
27,86,0.31584067
92,95,0.31589237
84,109,0.31600237
19,39,0.31604213
89,105,0.31617522
98,102,0.31623674
53,82,0.31627516
1,75,0.31631516
62,84,0.3164514
104,115,0.31648476
37,65,0.31655923
19,29,0.31658505
56,111,0.31659072
23,53,0.31672853
10,12,0.31673961
65,85,0.31691045
19,86,0.31695569
42,108,0.31698032
61,114,0.31700846
35,53,0.3170457
8,71,0.31733977
79,100,0.31738607
14,65,0.31742945
1,72,0.31744886
65,81,0.3175096
46,96,0.31753121
36,48,0.31757645
70,117,0.31759539
89,95,0.31765043
41,84,0.31769127
18,87,0.31777456
52,108,0.31782735
24,68,0.31798066
65,109,0.31811479
29,69,0.31826675
50,104,0.31835174
25,115,0.31846719
1,49,0.3184693
55,66,0.31876559
57,94,0.31877247
51,111,0.31877249
57,73,0.31878707
48,93,0.31881541
32,48,0.3188255
59,97,0.31896236
2,31,0.31914675
20,87,0.31924246
15,71,0.31926129
28,103,0.31945838
49,75,0.31958432
34,84,0.31969361
61,83,0.31975351
11,62,0.31979393
70,84,0.31980041
15,40,0.31991329
45,52,0.31998723
29,61,0.32003174
59,76,0.32007463
48,80,0.32016698
5,10,0.32017229
72,84,0.32025993
37,94,0.32045026
33,36,0.32063447
77,95,0.32073168
50,110,0.3207444
68,93,0.32075711
47,94,0.32075796
40,83,0.32080716
2,30,0.32094905
65,105,0.32099089
28,72,0.32100394
39,101,0.32104401
99,112,0.32109002
93,107,0.32113716
10,71,0.32124662
31,94,0.32125593
20,28,0.3212665
25,40,0.32139212
19,35,0.32142067
4,52,0.32145745
30,49,0.32150039
24,108,0.32150044
102,107,0.32150855
13,53,0.32160196
55,65,0.32161077
79,103,0.32165499
39,81,0.32182737
60,115,0.32183478
40,103,0.32218059
14,62,0.32226103
8,114,0.32239675
90,105,0.32240394
88,103,0.32244721
45,94,0.32249786
22,31,0.3225601
65,110,0.32258016
45,83,0.3225895
46,59,0.32266046
5,51,0.32278951
38,57,0.32280932
85,114,0.32288253
2,108,0.32290521
16,56,0.32297272
54,118,0.32310572
30,42,0.3234244
91,106,0.32348155
40,113,0.32353506
53,105,0.32356082
11,114,0.32365178
74,112,0.32366725
12,47,0.32373342
54,110,0.32374764
8,113,0.32382706
5,56,0.32406015
13,56,0.32406165
39,57,0.32414051
10,46,0.32418036
8,117,0.32419685
17,52,0.32421413
34,113,0.32442753
103,111,0.32447607
58,65,0.32448979
60,105,0.32449325
43,45,0.32453204
51,95,0.32460453
83,86,0.32463366
75,96,0.32490695000000003
78,106,0.3250072
9,12,0.32517053
33,46,0.32518417
62,109,0.32522874
49,81,0.32532424
82,85,0.32536715
10,42,0.3254411
95,98,0.3254674
84,98,0.32549306
14,51,0.32599894
45,108,0.32604509
1,69,0.32608481
28,68,0.32627134
77,104,0.3263116
50,59,0.32634869
13,42,0.32639954
52,68,0.32663506
14,33,0.32669188
107,111,0.32679968
106,109,0.32710422
48,77,0.32724007
46,94,0.32736108
14,117,0.3273754
93,115,0.32738925
52,95,0.32741461
56,68,0.32744426
12,17,0.32745782
47,85,0.32745804
57,104,0.32750727
49,105,0.32757766
60,67,0.32779711
31,90,0.32781183
32,43,0.3278554
7,54,0.3278621
23,51,0.32788363
86,101,0.32808365
58,73,0.3281045
69,104,0.32817274
10,44,0.32819622
2,4,0.3282747
49,55,0.32835615
50,109,0.32837312
16,18,0.32850312
32,87,0.32859578
10,37,0.3286804
70,103,0.32872675
49,109,0.32883337
9,114,0.32892653
102,105,0.32903107
35,43,0.32903354
49,58,0.32949185
35,106,0.32950173
31,86,0.32952066
28,83,0.32956632
35,101,0.32957643
89,96,0.3295783
39,102,0.3296286
56,115,0.33004367
42,73,0.33011167
62,97,0.33016165
13,117,0.33041739
90,96,0.3304961
15,49,0.33051468
85,116,0.33064163
81,93,0.33064289
24,84,0.33065757
22,37,0.33077078
82,101,0.3308021
68,90,0.33100556
33,86,0.33124306
100,115,0.33132757
51,116,0.3313317
86,115,0.33143853
30,65,0.33161583
61,76,0.33174155
24,25,0.33181113
15,50,0.33186352
29,91,0.33197491
47,80,0.33204784
39,106,0.3321161
23,44,0.33212811
73,113,0.33222568
63,65,0.33225417
76,108,0.33227032
2,8,0.3324957
6,56,0.33260496
30,115,0.33264574
49,110,0.33268043
72,117,0.33279484
21,23,0.3328576
65,82,0.33307878
65,94,0.33307934
11,25,0.33329844
89,99,0.33330902
52,75,0.33351584
71,74,0.33360808
60,78,0.33365348
45,62,0.3338709
80,101,0.33387812
31,51,0.33399334
18,72,0.33400866
37,103,0.3340306
67,69,0.33404802
16,53,0.33413188
4,66,0.33420578
57,85,0.3343371
48,106,0.33434412
35,116,0.33437747
34,94,0.33439879
15,29,0.33444634
16,50,0.33449034
19,115,0.33462842
103,114,0.33494855
54,84,0.33496265
49,94,0.3351895
68,72,0.33526018
21,38,0.33535872
21,43,0.33543658
54,114,0.33543785
24,29,0.3357042
85,98,0.33584047
26,45,0.33584788
32,84,0.33594233
25,34,0.33647348
42,67,0.33681615
88,95,0.33681909
63,71,0.33683263
16,33,0.33694944
61,80,0.33696048
47,104,0.33702314
16,115,0.33704925
65,111,0.33718357
11,22,0.33722776
31,69,0.33728144
77,106,0.33731688
56,114,0.33754543
68,92,0.33769508
48,73,0.33780159
34,92,0.33783615
37,68,0.33786449
23,29,0.33787755
59,110,0.33806413
88,106,0.3380867
27,47,0.33820097
38,68,0.33836796
48,75,0.33850089
2,68,0.33854543
6,51,0.33884057
27,53,0.33894804
93,98,0.3390084
70,76,0.33913011
59,68,0.33939782
108,114,0.33954413
41,91,0.33956762
41,46,0.33965743
64,107,0.33969145
38,51,0.33983074
32,52,0.34003462
69,94,0.34031345
64,67,0.34052811
15,34,0.34068242
44,46,0.34069541
48,111,0.34076516
65,74,0.34080628
28,91,0.34083474
3,23,0.34084259
11,32,0.34097309
87,92,0.3409939
41,50,0.3410078
45,61,0.3411402
84,101,0.34126707
17,34,0.34132168
71,75,0.34132201
57,107,0.34135004
15,65,0.34151421
5,58,0.34153364
3,53,0.34182367
23,47,0.34184651
49,82,0.34184863
39,53,0.34191112
86,95,0.34196345
14,56,0.34204751
56,116,0.34208941
49,63,0.34213144
46,105,0.34235729
70,114,0.34235763
32,95,0.34255594
12,57,0.34261914
97,115,0.34267326
5,62,0.34269143
21,41,0.34270413
7,59,0.34281667
40,68,0.34288332
58,118,0.3431679
9,33,0.34319779
27,90,0.34321038
95,111,0.34328232
12,50,0.34329939
26,31,0.34343014
30,37,0.3434657
50,100,0.34365775
44,84,0.34370454
76,81,0.34374789
29,82,0.34378605
20,40,0.34389226
14,115,0.34390773
35,102,0.34396899
36,50,0.34410003
26,67,0.34414038
87,115,0.34425989
23,48,0.34454459
14,50,0.34456617
70,82,0.34463139
10,28,0.34475111
2,95,0.34489735
9,66,0.34497594
41,95,0.34512635
7,23,0.34553053
6,71,0.34554346
31,54,0.34560317
46,97,0.34562825
62,103,0.34566685
40,100,0.34570791
30,50,0.34577545
51,109,0.34585262
82,115,0.34587387000000003
37,83,0.34593325
58,111,0.34597163
27,68,0.34601151
7,30,0.34623733
69,72,0.34624002
37,66,0.34645098
56,95,0.34657036
41,48,0.34658069
31,70,0.34660969
17,35,0.34665718
25,43,0.34676528
86,104,0.34681444
50,75,0.34695116
46,81,0.34695647
20,38,0.34698813
6,66,0.34749077
1,4,0.34753079
25,71,0.34756979
77,84,0.34758496
35,72,0.34814347
49,111,0.34819201
68,79,0.34821315
63,78,0.34831202
59,73,0.34835508
1,16,0.34836255
26,44,0.34852937
23,56,0.34853153
48,59,0.34853245
4,26,0.34861472
22,28,0.34879349
78,104,0.34898959
10,52,0.34918589
25,29,0.34919569
48,89,0.34922561
48,99,0.34932513
70,96,0.34937233
86,103,0.34937642
42,96,0.34938346
75,103,0.34938832
75,95,0.34940021
75,105,0.34950828
14,53,0.34954022
56,109,0.34970095
36,68,0.34973788
40,49,0.34999628
54,103,0.35005476
49,74,0.35018722
17,48,0.35025398
61,112,0.35032498
35,82,0.35032518
55,109,0.35036486
44,50,0.35039321
67,95,0.35042697
34,95,0.35045791
4,71,0.3505334
35,66,0.35057317
28,66,0.35064337
89,107,0.35083547
22,41,0.35090155
9,27,0.35099644
2,45,0.35123002
65,77,0.35131739
29,43,0.35133856
42,100,0.35136314
45,93,0.35140907
60,83,0.35143253
35,107,0.35143938
3,30,0.35144076
63,68,0.35153894
71,116,0.35173164
29,106,0.35176813
33,50,0.35182518
59,72,0.35193258
102,103,0.35196993
48,92,0.3521301
71,103,0.35223516
50,90,0.35234159
44,89,0.35246926
62,77,0.35274596
38,85,0.35277592
45,88,0.35283897
44,93,0.35285951
89,115,0.35289994
70,81,0.3529905
96,102,0.35304458
22,42,0.35324389
32,53,0.35324457
13,47,0.35338908
82,92,0.35366948
87,113,0.35374014
69,79,0.35374696
68,89,0.3538025
62,110,0.35385226
52,84,0.35392698
28,92,0.35393955
55,76,0.35395962
88,115,0.35408484
10,115,0.35413812
39,116,0.35416549
26,66,0.3543158
6,72,0.3543345
63,82,0.35451478
35,69,0.35460156
42,104,0.35462186
16,42,0.35463598
9,24,0.35496925
29,62,0.35497436
68,112,0.35497921
25,50,0.35528419
1,46,0.35543756
108,118,0.35556432
58,72,0.35556627
13,54,0.35556873
14,42,0.3555896
38,61,0.35573366
36,114,0.35574571
79,94,0.35578077
51,84,0.35585852
51,97,0.35591745
87,94,0.35607389
42,61,0.35628508
24,74,0.35634227
57,112,0.35642115
25,49,0.35652539
12,15,0.35655705
17,39,0.35663661
40,65,0.35665334
98,111,0.35665398
29,64,0.35673801
21,37,0.35693919
84,87,0.3569878
94,109,0.35703558
84,91,0.35717593
2,17,0.35741349
37,91,0.35750357
7,70,0.3576251
28,30,0.35767776
11,58,0.35772112
43,85,0.35782719
69,98,0.35785505
11,46,0.35791873
55,108,0.35797166
41,94,0.35803493
19,72,0.35805013
31,43,0.35806462
34,48,0.35810605
57,118,0.35814937
87,114,0.35833118
72,108,0.35833581
30,44,0.35846383
78,103,0.35851785
48,98,0.35852615
1,13,0.35854004
38,87,0.35860074
3,61,0.35884501
16,54,0.35893255
69,114,0.3591523
47,107,0.35921656
43,89,0.35945254
91,103,0.35948292
12,31,0.35948668
31,56,0.35974901
15,52,0.35984032
39,107,0.35997333
13,19,0.35999503
68,78,0.3601825
27,52,0.36025201
60,72,0.36060701
15,43,0.36065357
57,76,0.36069639
22,67,0.36069792
82,118,0.36071484
42,92,0.36092327
33,73,0.36106882
29,107,0.36125497
12,32,0.36125955
22,66,0.36131377
10,49,0.36137843
42,52,0.36155959
17,53,0.36176832
88,105,0.36203853
64,104,0.36204239
49,77,0.36208011
50,77,0.36217128
90,99,0.36220624
48,86,0.36221062
24,63,0.36226679
32,47,0.36236791
11,49,0.36240458
34,50,0.3624625
66,103,0.36261613
50,111,0.36263066
64,72,0.36270103
23,41,0.36278168
33,66,0.36279156
83,111,0.36286845
64,79,0.3628769
31,96,0.36306324
6,30,0.36309451
30,62,0.36323919
42,105,0.36325057
95,101,0.36336558
31,93,0.36345314
56,118,0.36358462
56,97,0.36358797
29,97,0.36360337
81,89,0.36373129
110,115,0.36374517
53,94,0.36381247
53,85,0.36394649
67,68,0.36397402
35,61,0.36398414
54,76,0.3639859
13,37,0.36400952
55,77,0.36405645
3,49,0.3640977
27,57,0.3641541
28,47,0.36420007
75,79,0.36424715
38,56,0.36425688
80,118,0.36440019
48,88,0.36443069
12,60,0.36452429
44,48,0.36463378
113,115,0.36488281
42,62,0.36507114
27,103,0.36510856
35,71,0.36518582
3,65,0.36523398
78,83,0.36533624
39,82,0.36551818
20,45,0.36562846
55,73,0.3658338
106,112,0.36584818
50,93,0.36585626
66,113,0.36585756
35,99,0.3659531
103,112,0.36609151
11,54,0.36623576
20,30,0.36628383
89,98,0.36636942
79,101,0.36648298
100,109,0.36653992
65,104,0.36683052
5,26,0.36691801
69,99,0.36696982
15,35,0.36707289
29,67,0.36707849
45,69,0.36714582
44,72,0.36719864
32,36,0.36723438
45,51,0.36732156
6,62,0.36733489
53,117,0.36751043
39,72,0.36751532
25,65,0.36753435
1,14,0.36758985
38,54,0.36776251
5,17,0.3677952
6,9,0.36804024
46,113,0.36804522
44,95,0.36813564
16,47,0.36827462
81,90,0.36833823
11,65,0.36870076
68,101,0.36880779
19,46,0.3689035
26,37,0.36897011
45,89,0.36898575
46,110,0.36900278
46,82,0.3690147
80,85,0.36919548
31,64,0.36927211
10,41,0.36932434
34,46,0.36945849
36,105,0.36960966
67,108,0.36985024
37,47,0.36992385
29,101,0.36993304
23,57,0.37000251
46,75,0.37004629
40,104,0.37040619
36,46,0.37044791
23,54,0.370486
57,100,0.37066484
46,109,0.37070627
67,84,0.37080679
39,99,0.37104717
42,69,0.37113137
33,85,0.37121822
8,18,0.37129048
51,77,0.37131169
90,107,0.37134237
49,104,0.37138563
14,21,0.37163434
31,88,0.37171209
18,73,0.37182441
46,58,0.37187794
36,38,0.37188784
29,52,0.37189176
10,65,0.37198821
43,91,0.3720095
25,87,0.37203093
74,117,0.37210315
24,75,0.37215915
43,93,0.37216872
37,92,0.37235899
18,115,0.37243601
88,96,0.3725209
39,66,0.372525
30,51,0.37289057
28,100,0.37297409
53,80,0.37301804
36,96,0.37312225
2,84,0.3731703
54,82,0.37317283
6,23,0.37324166
80,92,0.37331763
56,77,0.37351606
68,74,0.3735219
13,21,0.3735565
2,32,0.37366553
29,73,0.37368254
81,102,0.37375036
32,85,0.37383163
85,97,0.37388941
17,43,0.37406452
50,107,0.37436396
84,111,0.37441915
30,53,0.3744757
59,95,0.37493933
17,84,0.37496263
15,39,0.37499321
46,104,0.3750364
91,99,0.37504096
14,19,0.37504913
54,96,0.37507925
46,55,0.37517153
21,28,0.3751808
50,80,0.37523243
12,115,0.37527602
73,95,0.37556014
38,43,0.37558556
51,118,0.37563561
13,28,0.37576204
7,9,0.37576918
21,114,0.37598499
42,91,0.37601015
13,48,0.37601266
38,103,0.3762063
29,70,0.37628108
13,70,0.37628114
6,55,0.37630997
33,49,0.37641754
69,85,0.37642558
83,114,0.37645259
76,96,0.37650197
36,106,0.37651069
82,93,0.37655099
92,115,0.37664639
24,26,0.37664743
91,105,0.37672845
10,50,0.37679026
38,70,0.3769022
31,116,0.37695737
61,117,0.37698057
47,100,0.37698879
14,54,0.37728345
17,47,0.37741795
4,17,0.37750675
18,29,0.37753896
17,95,0.37762261
55,116,0.37764865
2,111,0.37767618
20,42,0.37767718
23,95,0.37775036
20,23,0.3778473
23,40,0.37786576
8,27,0.37799312
104,112,0.37820231
27,88,0.37822523
39,69,0.37823326
64,94,0.37829178
109,115,0.37829416
45,96,0.37831464
56,84,0.37839018
15,87,0.37841413
3,74,0.37856797
52,116,0.37864273
25,35,0.37881236
17,62,0.37881252
2,116,0.378828
11,53,0.37883227
62,118,0.37890503
70,105,0.37893247
99,111,0.37896121
69,100,0.37898531
51,110,0.37899923
45,54,0.37923561
69,106,0.37934139
37,71,0.37972946
28,53,0.37978798
2,10,0.37985608
45,70,0.38005851
68,88,0.38019772
54,81,0.3802351
41,92,0.38026168
9,19,0.38030192
34,83,0.38042217
33,84,0.38044717
13,57,0.38045684
70,112,0.38049837
74,78,0.38057988
77,94,0.38070737
40,72,0.3808362
64,98,0.38087375
93,108,0.38089849
29,110,0.38094779
60,107,0.38100719
50,63,0.38110018
20,114,0.3811651
63,80,0.38119118
16,70,0.38124374
5,38,0.38134617
